C  02 00  C  02 00   0.434855787234243E-10
C  02 00  C  02 01  -0.141733781944830E-11
C  02 00  C  02 02  -0.126978894478617E-10
C  02 00  C  03 00   0.168046630813949E-10
C  02 00  C  03 01  -0.183301707698813E-11
C  02 00  C  03 02  -0.413011370349788E-11
C  02 00  C  03 03  -0.169642199105263E-11
C  02 00  C  04 00  -0.851264906525218E-10
C  02 00  C  04 01   0.508350115554087E-11
C  02 00  C  04 02   0.876318726554859E-11
C  02 00  C  04 03   0.627019707880327E-11
C  02 00  C  04 04   0.103287289981878E-10
C  02 00  C  05 00  -0.647103303478082E-10
C  02 00  C  05 01   0.601024712776568E-11
C  02 00  C  05 02  -0.514417964168147E-11
C  02 00  C  05 03   0.555504961932878E-10
C  02 00  C  05 04   0.312785050331653E-11
C  02 00  C  05 05  -0.130815504790533E-10
C  02 00  C  06 00  -0.285379872842603E-09
C  02 00  C  06 01  -0.145391807529766E-10
C  02 00  C  06 02   0.882203476796146E-12
C  02 00  C  06 03   0.532287115046621E-10
C  02 00  C  06 04  -0.155284233337246E-09
C  02 00  C  06 05   0.814069555485019E-11
C  02 00  C  06 06   0.905213765875228E-10
C  02 00  S  02 01  -0.375302537211105E-12
C  02 00  S  02 02   0.549444306527803E-11
C  02 00  S  03 01   0.100093162742178E-11
C  02 00  S  03 02  -0.156106023038754E-11
C  02 00  S  03 03  -0.380853360655579E-11
C  02 00  S  04 01  -0.146902789091645E-11
C  02 00  S  04 02   0.507945214763490E-12
C  02 00  S  04 03   0.171669929317237E-10
C  02 00  S  04 04  -0.540868252944505E-11
C  02 00  S  05 01  -0.402060439820104E-11
C  02 00  S  05 02   0.187287540010799E-11
C  02 00  S  05 03   0.649042154962773E-10
C  02 00  S  05 04   0.644846114264709E-11
C  02 00  S  05 05  -0.150731107578602E-10
C  02 00  S  06 01   0.147963560370703E-11
C  02 00  S  06 02   0.207101158645441E-11
C  02 00  S  06 03  -0.113740473970366E-09
C  02 00  S  06 04  -0.261850368524776E-10
C  02 00  S  06 05  -0.401322567262552E-10
C  02 00  S  06 06   0.486970381529281E-10
C  02 01  C  02 01   0.173652847304923E-10
C  02 01  C  02 02   0.100543677961485E-10
C  02 01  C  03 00   0.215711566739105E-11
C  02 01  C  03 01  -0.372372892019169E-11
C  02 01  C  03 02  -0.122866629228385E-10
C  02 01  C  03 03   0.201750291113908E-10
C  02 01  C  04 00   0.580367380222570E-11
C  02 01  C  04 01  -0.121179803588304E-10
C  02 01  C  04 02   0.388974836747566E-10
C  02 01  C  04 03   0.179104262594299E-09
C  02 01  C  04 04   0.823627568119395E-11
C  02 01  C  05 00  -0.306450777806088E-10
C  02 01  C  05 01   0.440980923887875E-11
C  02 01  C  05 02  -0.186734068356574E-10
C  02 01  C  05 03   0.103252959556523E-09
C  02 01  C  05 04  -0.488777191587397E-10
C  02 01  C  05 05   0.898662399773027E-11
C  02 01  C  06 00   0.168441464676041E-10
C  02 01  C  06 01  -0.165831614538392E-10
C  02 01  C  06 02  -0.160856724805935E-10
C  02 01  C  06 03   0.385778502762515E-10
C  02 01  C  06 04   0.411846026689341E-10
C  02 01  C  06 05   0.974959785352373E-10
C  02 01  C  06 06   0.303499277017658E-10
C  02 01  S  02 01   0.356961838521543E-12
C  02 01  S  02 02  -0.117146007188467E-11
