    1    0  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    1    1  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2    0 -5.24618393097E-02  0.00000000000E+00  2.23293585651E-06  0.00000000000E+00
    2    1 -1.63791296116E-06 -1.40003806164E-07  1.09077311741E-06  1.10087380635E-06
    2    2  8.23993879858E-02 -2.81095559016E-02  2.17880711503E-06  3.44958838024E-06
    3    0 -1.41446537045E-03  0.00000000000E+00  5.40582282219E-06  0.00000000000E+00
    3    1  4.06016475596E-03  3.36846899323E-03  2.06037664188E-06  1.99532502680E-06
    3    2  1.77591409489E-03 -7.03803181478E-04  3.11268709523E-06  3.09672238615E-06
    3    3 -1.04163999496E-02 -1.20714404820E-02  4.65303698377E-06  4.63186238074E-06
    4    0  1.29314819962E-02  0.00000000000E+00  1.16826135580E-05  0.00000000000E+00
    4    1 -1.00350933584E-04  1.36939929063E-04  4.30717452114E-06  4.16326815548E-06
    4    2 -1.74688018325E-02  4.62909953071E-03  6.19380258839E-06  6.48726446015E-06
    4    3 -3.00201192046E-04 -1.19207164256E-04  8.52089623707E-06  8.52232368393E-06
    4    4  1.74551668902E-02 -9.10529276948E-03  1.08618851252E-05  1.09251970429E-05
    5    0  6.58933858013E-04  0.00000000000E+00  2.42823669281E-05  0.00000000000E+00
    5    1 -2.76507316000E-03 -1.21764377610E-03  1.18485483657E-05  1.13174833911E-05
    5    2 -7.83400083663E-04  3.81291649798E-04  9.16523261427E-06  8.93530484874E-06
    5    3  4.57612464839E-03  3.53948354414E-03  1.59352586190E-05  1.60408121354E-05
    5    4  4.96909573768E-04 -6.98062572977E-04  2.17716163756E-05  2.17213058354E-05
    5    5 -1.02064314816E-02 -5.83950568922E-03  2.48698541948E-05  2.48242208579E-05
    6    0 -4.97836830437E-03  0.00000000000E+00  4.48806744890E-05  0.00000000000E+00
    6    1 -2.43584360884E-05 -1.23806736405E-04  2.28020455810E-05  2.26848848121E-05
    6    2  6.54236012916E-03 -1.19068956912E-03  1.94398546371E-05  1.98738561729E-05
    6    3  2.87760856777E-04  7.54297057642E-05  2.69206225910E-05  2.72306821489E-05
    6    4 -5.64696275765E-03  1.76871415479E-03  4.21118860791E-05  4.16784409327E-05
    6    5 -4.87912268921E-04  4.79265798636E-05  5.26145516590E-05  5.25544509219E-05
    6    6  5.08559874845E-03 -1.60218963559E-03  5.54763680905E-05  5.55725217322E-05
    7    0 -4.56465554646E-04  0.00000000000E+00  9.27190520217E-05  0.00000000000E+00
    7    1  1.72212842068E-03  7.04232300006E-04  5.89624256663E-05  5.70342841089E-05
    7    2  3.83562866553E-04 -1.98217150641E-04  2.41655182875E-05  2.66863599053E-05
    7    3 -2.47156882972E-03 -1.43634284583E-03  5.39222929937E-05  5.31211118863E-05
    7    4 -2.42836745686E-04  3.26817153996E-04  7.42612470001E-05  7.48121373954E-05
    7    5  3.77380680782E-03  1.90051572734E-03  1.01368430546E-04  1.01205012362E-04
    7    6  3.24908737435E-05 -4.95855917059E-04  1.22041880121E-04  1.22409729078E-04
    7    7 -6.76682521427E-03 -2.19813817734E-03  1.19787115612E-04  1.19932235130E-04
    8    0  2.63212620638E-03  0.00000000000E+00  1.95910310386E-04  0.00000000000E+00
    8    1 -5.00251571436E-05 -1.80509056174E-05  9.09343283229E-05  8.56210337069E-05
    8    2 -3.13715054851E-03  2.80086999721E-05  1.03095715679E-04  9.94018931792E-05
    8    3 -3.08700030069E-04 -3.19178761046E-05  8.37225140039E-05  8.14677891105E-05
    8    4  2.76703659050E-03 -4.80859248402E-04  1.47703947602E-04  1.48549504706E-04
    8    5  4.82584868144E-04 -1.02494392443E-04  1.82994879727E-04  1.83500323119E-04
    8    6 -2.54134608560E-03  2.38751937165E-05  2.33396681108E-04  2.34148774621E-04
    8    7 -1.90465417509E-04 -7.00412168746E-05  2.70390742289E-04  2.70913648048E-04
    8    8  2.26721252014E-03  1.37112588975E-03  2.50984724441E-04  2.50742201679E-04
    9    0  1.82381470524E-04  0.00000000000E+00  3.80369284236E-04  0.00000000000E+00
    9    1 -7.65841810598E-04 -1.25828763205E-04  2.25146228056E-04  1.98091539546E-04
    9    2 -3.72214732495E-04 -1.89464220843E-04  1.52348351029E-04  1.38425878135E-04
    9    3  1.41592298982E-03  9.98616252456E-04  1.46345843235E-04  1.45780437867E-04
    9    4 -4.84244343546E-04 -2.74835674258E-04  2.53325052394E-04  2.56725641753E-04
    9    5 -1.71645413405E-03 -9.79868420897E-04  3.62995533054E-04  3.62765698308E-04
    9    6 -2.35947224651E-04  8.48626690994E-05  4.23517429597E-04  4.21984129627E-04
    9    7  3.06274643906E-03  8.67524523741E-04  5.21187183773E-04  5.20997440583E-04
    9    8  4.39923903761E-04 -7.12609459189E-05  5.78495549842E-04  5.75938459976E-04
    9    9 -3.27339319759E-03 -7.22599450487E-04  4.88949751309E-04  4.89246926168E-04
   10    0 -3.45521920962E-04  0.00000000000E+00  7.44731024786E-04  0.00000000000E+00
   10    1 -5.92277322251E-04  1.12359538868E-03  2.92417367239E-04  3.02633758719E-04
