C  01 00 C  01 00    4.822047576671568E-18
C  01 00 C  02 00    1.463604136124919E-16
C  01 00 C  02 01    3.274107302610730E-19
C  01 00 C  02 02    4.106959786039510E-16
C  01 00 C  03 00    8.041041097762054E-17
C  01 00 C  03 01   -1.008187201611920E-17
C  01 00 C  03 02    3.506965813483590E-17
C  01 00 C  03 03   -2.796984170462664E-18
C  01 00 C  04 00   -2.523247853130980E-15
C  01 00 C  04 01    4.151362407244022E-16
C  01 00 C  04 02    2.880115264110569E-17
C  01 00 C  04 03    7.603600831285180E-17
C  01 00 C  04 04    1.407705331022282E-16
C  01 00 C  05 00   -6.067609277161870E-16
C  01 00 C  05 01   -1.677836440713061E-16
C  01 00 C  05 02    1.896846802875581E-17
C  01 00 C  05 03    3.840477247992058E-16
C  01 00 C  05 04    1.270173063958304E-16
C  01 00 C  05 05   -6.174754209513945E-17
C  01 00 C  06 00    5.603206087119495E-15
C  01 00 C  06 01   -1.733201853336141E-15
C  01 00 C  06 02   -1.320651964642759E-16
C  01 00 C  06 03    1.003535475333339E-15
C  01 00 C  06 04    4.299638709081592E-17
C  01 00 C  06 05   -1.206685551843047E-16
C  01 00 C  06 06    2.170810821021644E-17
C  01 00 C  07 00    2.599997464775624E-15
C  01 00 C  07 01    7.233030193276081E-16
C  01 00 C  07 02   -5.252213398777684E-16
C  01 00 C  07 03   -7.739165919249763E-16
C  01 00 C  07 04   -1.154201580426301E-15
C  01 00 C  07 05   -8.776396767869601E-16
C  01 00 C  07 06   -2.947744609542010E-16
C  01 00 C  07 07    5.646350494571627E-17
C  01 00 C  08 00    1.897989669889074E-14
C  01 00 C  08 01   -1.197695455893994E-14
C  01 00 C  08 02   -8.905759029473306E-15
C  01 00 C  08 03    1.615564529696929E-15
C  01 00 C  08 04    4.496812211008978E-16
C  01 00 C  08 05   -3.814435211449012E-16
C  01 00 C  08 06    3.479065329049634E-16
C  01 00 C  08 07    8.645746890086757E-17
C  01 00 C  08 08   -1.505077514926228E-16
C  01 00 C  09 00    7.016401702803460E-15
C  01 00 C  09 01    3.154211337138283E-15
C  01 00 C  09 02   -3.230692948189690E-15
C  01 00 C  09 03   -3.444097805825853E-15
C  01 00 C  09 04   -3.852647589356337E-15
C  01 00 C  09 05    1.774309929648076E-16
C  01 00 C  09 06   -5.758978296762849E-16
C  01 00 C  09 07   -1.980634549763088E-15
C  01 00 C  09 08   -7.336843904501738E-16
C  01 00 C  09 09    3.308155031072004E-16
C  01 00 C  10 00   -4.471977712270167E-14
C  01 00 C  10 01    2.324105115624878E-15
C  01 00 C  10 02   -8.427049310283293E-16
C  01 00 C  10 03   -4.882949339037618E-15
C  01 00 C  10 04   -9.094624424792897E-15
C  01 00 C  10 05   -2.396360321605903E-17
C  01 00 C  10 06    2.130697270222395E-15
C  01 00 C  10 07   -7.226987789913340E-16
C  01 00 C  10 08   -5.454552848289663E-15
C  01 00 C  10 09   -1.197732695976224E-15
C  01 00 C  10 10   -8.920308672766503E-16
C  01 00 C  11 00   -1.897986749648643E-14
C  01 00 C  11 01    5.998774969466729E-15
C  01 00 C  11 02   -8.886964114225719E-15
C  01 00 C  11 03   -2.341068531636163E-14
C  01 00 C  11 04    1.025460964429283E-15
C  01 00 C  11 05    2.444768463104716E-14
C  01 00 C  11 06    3.682579587081978E-15
C  01 00 C  11 07   -6.194213787747432E-15
C  01 00 C  11 08   -2.499239983205870E-15
C  01 00 C  11 09    2.413163286816062E-15
C  01 00 C  11 10    1.907019673435302E-15
C  01 00 C  11 11   -1.539185555234037E-15
C  01 00 C  12 00   -1.152807692456257E-13
C  01 00 C  12 01    5.916692835294763E-14
C  01 00 C  12 02    4.700776747983482E-14
C  01 00 C  12 03   -9.084298921503892E-15
C  01 00 C  12 04   -1.372029746642602E-14
C  01 00 C  12 05    9.551306334501797E-15
C  01 00 C  12 06    8.982711540749427E-15
C  01 00 C  12 07   -8.483122952003640E-15
C  01 00 C  12 08   -1.202828707852084E-14
C  01 00 C  12 09    9.701254214106216E-16
C  01 00 C  12 10    1.198009828355211E-15
C  01 00 C  12 11    1.513697534843183E-15
C  01 00 C  12 12    2.867102515548652E-15
C  01 00 C  13 00   -5.257828619553827E-14
C  01 00 C  13 01    1.723950586151624E-14
C  01 00 C  13 02   -2.645033835907649E-14
C  01 00 C  13 03   -7.251232007139912E-14
C  01 00 C  13 04   -5.647598152355433E-15
C  01 00 C  13 05    3.415829230891148E-14
C  01 00 C  13 06    9.866664176381449E-15
C  01 00 C  13 07    1.830755563193865E-15
C  01 00 C  13 08    1.767690734498865E-15
C  01 00 C  13 09    2.821888482279277E-15
C  01 00 C  13 10    1.842077524337823E-15
C  01 00 C  13 11   -5.839447948214464E-16
C  01 00 C  13 12   -9.139809008771811E-16
C  01 00 C  13 13    1.568404851327482E-15
C  01 00 C  14 00   -4.844107293704893E-14
C  01 00 C  14 01    5.597580241823125E-14
C  01 00 C  14 02    4.381870258257107E-14
C  01 00 C  14 03    7.737350396701044E-16
C  01 00 C  14 04   -5.696659245040478E-16
C  01 00 C  14 05    1.917668289432529E-14
C  01 00 C  14 06    1.274871765526104E-14
C  01 00 C  14 07   -9.797363308627494E-15
C  01 00 C  14 08   -3.910927097004606E-15
C  01 00 C  14 09    5.299969593558174E-15
C  01 00 C  14 10    6.853307100053802E-15
C  01 00 C  14 11    2.062798562902531E-15
C  01 00 C  14 12    6.631222511082361E-15
C  01 00 C  14 13   -2.095533876228637E-16
C  01 00 C  14 14    5.584374339932540E-17
C  01 00 C  15 00   -2.663553346090935E-14
